id,popularity,runtime,vote_average,vote_count,,,,,
,18.831023,94,5.7,526,,,,,
,113.161483,132,6.4,3040,,,,,
,28.800112,133,5.8,636,,,,,
,19.705489,125,6.5,521,,,,,
,41.430245,111,6.6,2808,,,,,
,23.127561,163,6.8,422,,,,,
,12.867352,170,6.7,292,,,,,
,44.815022,120,7,1451,,,,,
,37.537093,92,5.3,779,,,,,
,10.99991,115,6.2,207,,,,,
,56.868399,130,6.3,2998,,,,,
,22.991269,105,5.6,604,,,,,
,15.798622,111,6.7,247,,,,,
,38.820858,106,6.2,1325,,,,,
,10.292864,89,4.3,203,,,,,
,51.146047,100,7.3,1386,,,,,
,20.501582,91,4.9,950,,,,,
,45.299089,146,7.3,1553,,,,,
,4.280619,98,4.5,137,,,,,
,28.848842,101,5.6,644,,,,,
,22.501041,89,5.5,575,,,,,
,47.479755,122,6.5,2225,,,,,
,10.147321,115,6.1,109,,,,,
,39.539045,90,6.7,789,,,,,
,19.747459,124,6.1,527,,,,,
,29.018826,119,5.9,581,,,,,
,4.801849,119,5.9,50,,,,,
,16.493576,93,5.8,258,,,,,
,21.549232,98,5.3,483,,,,,
,13.080725,100,5.6,210,,,,,
,42.538258,105,5.9,1173,,,,,
,29.876507,124,6.4,1581,,,,,
,61.849521,99,5.8,1621,,,,,
,37.44963,109,5.9,1365,,,,,
,37.378081,124,6.9,1462,,,,,
,30.656345,97,6.6,668,,,,,
,15.142701,104,6.3,338,,,,,
,59.547928,100,7.5,3070,,,,,
,19.998581,115,5.3,425,,,,,
,27.615108,101,6,669,,,,,
,29.041198,113,6.2,1778,,,,,
,25.293538,97,4.6,524,,,,,
,23.85119,134,7,1125,,,,,
,21.685719,127,6.7,484,,,,,
,13.630049,125,5.7,201,,,,,
,6.80692,94,5.1,80,,,,,
,15.352807,108,5.8,225,,,,,
,23.661071,91,5.6,556,,,,,
,21.605533,117,6.1,479,,,,,
,22.620125,100,5.8,391,,,,,
,18.587114,111,6.6,366,,,,,
,24.657931,117,6.2,487,,,,,
,12.621769,110,5.8,130,,,,,
,21.08952,96,5.7,380,,,,,
,18.380176,101,5.9,375,,,,,
,18.877795,111,6,368,,,,,
,17.299333,109,6.6,234,,,,,
,16.848899,126,6.3,251,,,,,
,21.547446,122,7.4,797,,,,,
,16.930969,78,5.1,464,,,,,
,36.689223,101,4.7,549,,,,,
,28.350927,87,5.4,692,,,,,
,18.815442,86,6.6,372,,,,,
,29.787135,96,6.5,742,,,,,
,8.927137,104,6.1,204,,,,,
,15.213484,121,5.7,287,,,,,
,13.155999,140,6.3,271,,,,,
,15.433244,131,7,285,,,,,
,5.762037,91,4.9,109,,,,,
,22.736038,118,6,487,,,,,
,45.514031,130,6.2,1602,,,,,
,18.676291,90,5,371,,,,,
,14.376463,105,5.3,274,,,,,
,14.298297,122,5.7,166,,,,,
,27.018886,106,6,592,,,,,
,14.84856,103,4.7,320,,,,,
,52.417529,106,5.4,1055,,,,,
,15.406173,127,4.1,224,,,,,
,6.523472,127,6.7,110,,,,,
,4.72629,120,6,24,,,,,
,8.923215,132,6.8,91,,,,,
,514.569956,108,7.4,10995,,,,,
,9.265672,114,4.9,111,,,,,
,87.53437,133,7.4,4469,,,,,
,45.351617,103,6.2,995,,,,,
,13.43573,95,6.5,579,,,,,
,6.248309,90,4.4,134,,,,,
,31.294717,102,5.7,690,,,,,
,7.739276,114,5.7,130,,,,,
,19.694695,119,4.9,388,,,,,
,14.403696,103,5.1,276,,,,,
,1.551497,119,6.1,1658,,,,,
,2.143764,97,5.8,1363,,,,,
,12.29603,125,5.9,178,,,,,
,33.8473,144,7.2,1374,,,,,
,21.723897,116,5.5,453,,,,,
,31.791979,103,6.4,535,,,,,
,14.113066,97,6,226,,,,,
,48.622278,95,4.7,1135,,,,,
,9.061866,131,5.5,145,,,,,
,35.4763,95,5.8,842,,,,,
,23.438398,86,6,381,,,,,
,138.133331,142,8.2,7927,,,,,
,47.336034,92,5.5,1177,,,,,
,29.97224,108,6.6,1698,,,,,
,47.845589,81,6.7,1457,,,,,
,48.507081,143,6.9,1022,,,,,
,20.28119,95,5.4,702,,,,,
,34.576913,118,6.4,1665,,,,,
,22.573237,92,5.4,496,,,,,
,36.194802,103,6,1129,,,,,
,52.786917,134,7.6,2454,,,,,
,38.06168,97,5.9,1122,,,,,
,19.830132,100,6,1019,,,,,
,79.922059,132,7.1,2954,,,,,
,19.738215,105,5.6,485,,,,,
,20.334629,116,7,498,,,,,
,80.581367,117,7.7,2525,,,,,
,32.05145,98,6.1,772,,,,,
,15.064058,123,5.9,210,,,,,
,21.272734,114,6.4,529,,,,,
,79.754966,111,7.7,4949,,,,,
,13.191829,97,6,254,,,,,
,50.622607,136,7.6,3948,,,,,
,22.787667,104,6.1,458,,,,,
,29.498304,104,6.3,636,,,,,
,25.400935,110,6.2,735,,,,,
,17.231675,133,5.8,256,,,,,
,32.835777,94,5.7,751,,,,,
,17.097041,104,6.3,461,,,,,
,14.414937,91,5.7,254,,,,,
,45.856409,114,6.2,1633,,,,,
,7.027139,134,5.9,120,,,,,
,32.657488,122,6.7,658,,,,,
,12.46525,109,6.4,236,,,,,
,39.882276,95,7,883,,,,,
,39.395881,98,5.3,881,,,,,
,8.634954,94,6,189,,,,,
,7.386394,126,6.2,146,,,,,
,8.802525,118,5.1,188,,,,,
,10.449975,91,5.4,251,,,,,
,23.700759,88,6.4,374,,,,,
,27.50916,141,7.3,1131,,,,,
,20.58862,107,5.3,284,,,,,
,4.366488,116,5.7,194,,,,,
,18.927463,143,7,438,,,,,
,15.274137,114,6.6,303,,,,,
,29.954302,93,5.4,703,,,,,
,4.362535,214,6.1,48,,,,,
,4.700024,100,5.2,62,,,,,
,12.340384,107,5.7,134,,,,,
,14.808304,112,6.2,316,,,,,
,9.27875,95,4.2,91,,,,,
,22.863516,119,6.9,573,,,,,
,23.05451,133,7.1,346,,,,,
,23.962109,153,7.3,395,,,,,
,12.669778,96,5.3,123,,,,,
,67.169587,117,6.2,1528,,,,,
,41.472404,123,7.5,2039,,,,,
,22.503935,92,5.2,481,,,,,
,59.194915,162,7.1,1546,,,,,
,22.894898,123,6.1,327,,,,,
,18.600367,108,5.4,407,,,,,
,30.515175,127,6.5,629,,,,,
,9.053456,121,3.5,104,,,,,
,7.768223,125,5.7,95,,,,,
,19.643365,99,5.5,308,,,,,
,45.565918,94,7.4,1432,,,,,
,57.374341,127,7.4,1300,,,,,
,8.41856,89,5.4,113,,,,,
,46.049902,122,6.3,1242,,,,,
,23.9366,132,6.7,526,,,,,
,49.593978,109,7.2,1486,,,,,
,16.637642,191,6.8,459,,,,,
,1.453765,172,5.9,26,,,,,
,6.162872,124,5.4,81,,,,,
,73.944049,141,7.7,3795,,,,,
,38.306954,157,6.7,1702,,,,,
,26.251217,106,5.6,832,,,,,
,30.780599,108,6.4,1386,,,,,
,25.41929,125,5.7,1013,,,,,
,15.98212,104,5.1,316,,,,,
,40.072583,170,7.2,771,,,,,
,32.015477,112,5.9,736,,,,,
,24.444186,118,6.9,435,,,,,
,40.06688,178,7.8,1307,,,,,
,27.916284,92,6.1,675,,,,,
,15.20707,104,5.1,278,,,,,
,39.001682,116,6.1,927,,,,,
,10.430832,90,5.3,225,,,,,
,5.952527,93,5.1,109,,,,,
,94.815867,130,5.6,2436,,,,,
,67.298732,90,7.3,4056,,,,,
,26.60772,106,6.5,1652,,,,,
,28.803729,143,6.6,909,,,,,
,27.039636,139,6.7,913,,,,,
,68.87691,106,6.3,4697,,,,,
,37.885022,139,7.2,915,,,,,
,35.537397,115,7,832,,,,,
,38.125008,119,6,923,,,,,
,18.121404,96,5.6,644,,,,,
,37.069253,112,6.6,2435,,,,,
,30.347332,131,7.1,716,,,,,
,23.854701,116,6.3,850,,,,,
,52.380982,112,7,3319,,,,,
,50.163785,123,7.2,1516,,,,,
,43.849351,104,6.4,1813,,,,,
,45.318703,107,6.2,1650,,,,,
,16.368283,124,6.9,277,,,,,
,38.616744,96,5.8,854,,,,,
,65.90161,125,5.6,1652,,,,,
,45.220386,129,7.3,1630,,,,,
,17.457947,100,6.7,548,,,,,
,10.755847,109,5,213,,,,,
,38.629763,124,6.5,909,,,,,
,32.693093,121,5.9,1486,,,,,
,18.806031,97,5.5,399,,,,,
,32.233713,110,5.4,632,,,,,
,37.990705,118,7,2443,,,,,
,17.667826,80,5.2,820,,,,,
,9.225166,99,5.2,193,,,,,
,46.180421,133,7,1381,,,,,
,30.397496,127,6.3,513,,,,,
,83.295796,106,6.8,2268,,,,,
,23.935053,98,5.5,509,,,,,
,84.630969,132,7.7,4442,,,,,
,16.251204,115,6,692,,,,,
,9.894346,86,6.2,106,,,,,
,12.050755,101,5.1,542,,,,,
,11.596207,113,6,220,,,,,
,53.02787,88,5.7,3239,,,,,
,14.382253,124,6.3,276,,,,,
,43.450266,109,5.9,1567,,,,,
,16.871194,128,6.3,451,,,,,
,42.526529,144,7,938,,,,,
,34.890999,95,7.3,755,,,,,
,18.186026,105,5.6,267,,,,,
,13.576765,121,6.4,223,,,,,
,19.434672,125,6,395,,,,,
,62.925175,129,7.5,1506,,,,,
,32.927994,125,6.3,1067,,,,,
,14.837288,118,6.1,203,,,,,
,39.920035,113,6.1,1611,,,,,
,28.725621,140,6.8,582,,,,,
,20.566554,89,5.8,817,,,,,
,20.333953,104,5.5,434,,,,,
,33.98637,106,6.2,652,,,,,
,42.472324,141,7.2,1417,,,,,
,15.931084,124,5.8,255,,,,,
,29.880122,94,6.1,1267,,,,,
,28.803802,108,6.1,750,,,,,
,14.993459,105,6.1,298,,,,,
,9.114168,102,4.5,104,,,,,
,12.31101,92,4.4,269,,,,,
,41.362082,119,6.3,1233,,,,,
,13.298205,119,5.9,189,,,,,
,19.085403,99,6.2,371,,,,,
,9.622345,137,6.3,88,,,,,
,11.106006,115,4.4,205,,,,,
,12.25622,87,5,149,,,,,
,13.365715,129,5.8,510,,,,,
,16.167093,120,6,268,,,,,
,23.073933,132,6,387,,,,,
,6.567065,121,6,654,,,,,
,6.22577,95,5.9,75,,,,,
,42.933027,125,6,1817,,,,,
,19.226763,98,6.2,286,,,,,
,10.089065,110,6.1,206,,,,,
,13.391833,118,6,368,,,,,
,21.637234,97,5.6,373,,,,,
,61.245957,86,7.6,1436,,,,,
,25.237969,119,7.1,775,,,,,
,21.589393,139,6.6,428,,,,,
,22.442241,130,7.3,480,,,,,
,6.004422,100,5.4,120,,,,,
,74.64653,114,6.3,1148,,,,,
,35.481169,100,7.2,848,,,,,
,14.723467,110,5.8,458,,,,,
,21.084542,148,6.2,367,,,,,
,21.408222,102,5.2,501,,,,,
,19.267479,84,5.8,391,,,,,
,3.314004,114,5.9,81,,,,,
,21.312186,99,5.8,274,,,,,
,7.44268,135,5.5,108,,,,,
,12.54949,108,6.5,235,,,,,
,18.394571,127,6,444,,,,,
,8.189406,95,5.2,44,,,,,
,27.631262,95,5.6,760,,,,,
,40.721373,124,5.6,984,,,,,
,11.329727,109,5.9,132,,,,,
,37.253774,100,4.7,797,,,,,
,6.397388,88,5,76,,,,,
,2.275331,105,5.4,37,,,,,
,30.387148,105,5.3,600,,,,,
,8.139676,97,3.9,112,,,,,
,21.746245,87,5.7,437,,,,,
,2.808428,104,6.2,71,,,,,
,31.02233,116,7.2,666,,,,,
,25.170217,147,6.9,562,,,,,
,80.972475,127,7.6,3152,,,,,
,26.38704,130,6.5,639,,,,,
,116.700319,120,6.6,3062,,,,,
,33.884459,118,6.5,826,,,,,
,53.043124,111,6.5,1267,,,,,
,0.716764,0,4.3,13,,,,,
,34.973086,114,6.6,692,,,,,
,40.371098,137,6.1,547,,,,,
,18.60049,112,6,518,,,,,
,30.920075,120,7.1,695,,,,,
,11.940711,118,6,418,,,,,
,19.348007,93,5.6,512,,,,,
,8.59075,127,6.6,68,,,,,
,48.801089,122,6.9,1188,,,,,
,88.844777,109,6.1,2200,,,,,
,16.000178,123,6.5,333,,,,,
,19.525659,96,5.7,594,,,,,
,1.246883,101,6.6,9,,,,,
,7.859226,103,5.9,251,,,,,
,18.102572,113,6.6,339,,,,,
,7.226115,132,6.5,103,,,,,
,63.071046,93,7.2,1488,,,,,
,24.132271,167,7.7,357,,,,,
,10.410933,75,4.6,104,,,,,
,6.067212,104,5.7,74,,,,,
,15.401855,105,6.3,584,,,,,
,10.698929,102,5.5,252,,,,,
,41.322708,118,6.8,1148,,,,,
,25.6713,111,7,661,,,,,
,22.581313,80,4.4,420,,,,,
,12.971122,117,6.2,232,,,,,
,26.721386,86,6.4,1424,,,,,
,24.672234,127,6.6,573,,,,,
,0.146783,140,6.5,2,,,,,
,28.964162,91,5,543,,,,,
,49.353524,91,6.1,2757,,,,,
,36.585509,84,5.8,912,,,,,
,32.624355,111,6.1,961,,,,,
,53.090422,93,5.8,1309,,,,,
,30.002907,113,6,697,,,,,
,17.923254,141,6.3,371,,,,,
,17.746719,119,6.4,278,,,,,
,31.305336,97,7,1111,,,,,
,19.637704,117,6.3,433,,,,,
,10.411996,101,5.6,406,,,,,
,88.496873,153,7.9,3085,,,,,
,52.081131,122,7.3,1634,,,,,
,30.816341,102,6.9,710,,,,,
,35.376971,83,5.4,982,,,,,
,17.047276,103,6.5,501,,,,,
,43.815492,120,6.5,1905,,,,,
,23.234651,136,7.3,496,,,,,
,17.270539,89,5.9,299,,,,,
,27.684779,89,4.7,610,,,,,
,26.79781,100,5.8,575,,,,,
,37.073127,135,7,1869,,,,,
,87.350802,95,6.8,2303,,,,,
,26.134678,122,6.6,741,,,,,
,16.582709,110,5.5,313,,,,,
,10.731574,135,5.9,150,,,,,
,2.094151,111,6.2,26,,,,,
,8.99269,95,5.6,176,,,,,
,51.742065,109,6.6,1315,,,,,
,7.157635,93,4.3,69,,,,,
,12.06538,94,6.1,1292,,,,,
,44.120328,117,6.6,1006,,,,,
,6.156015,112,6.4,119,,,,,
,12.362876,111,6.1,210,,,,,
,11.095914,96,5.9,134,,,,,
,31.856589,131,6.2,766,,,,,
,24.459948,94,6.1,537,,,,,
,28.029015,88,6,852,,,,,
,20.239061,88,5.5,366,,,,,
,25.876582,137,6.5,562,,,,,
,11.872841,133,7.1,410,,,,,
,20.360549,119,6.7,796,,,,,
,32.31022,105,6.2,661,,,,,
,27.568194,101,5.4,676,,,,,
,6.250282,92,4.7,100,,,,,
,11.120344,117,5.5,154,,,,,
,13.707183,86,5.3,244,,,,,
,12.495436,123,6.5,215,,,,,
,6.803965,134,6.1,151,,,,,
,9.025236,100,4.7,136,,,,,
,7.524671,117,5.8,60,,,,,
,3.770161,192,7.1,71,,,,,
,21.118196,128,6.7,670,,,,,
,6.513856,106,6,154,,,,,
,11.387408,160,6.3,90,,,,,
,9.950505,114,6.6,203,,,,,
,14.813057,99,5,332,,,,,
,5.201688,85,6.3,80,,,,,
,5.361699,139,6.4,81,,,,,
,3.848893,103,4,11,,,,,
,35.6585,101,6,1007,,,,,
,5.258726,87,2.3,28,,,,,
,62.01056,120,7.1,3423,,,,,
,54.884297,130,7.2,1220,,,,,
,33.747825,110,5.5,858,,,,,
,16.245068,147,7.3,715,,,,,
,38.653969,96,6.3,864,,,,,
,3.937352,118,5.5,89,,,,,
,46.007991,88,6.9,1355,,,,,
,5.380124,219,6.4,55,,,,,
,49.020045,106,6.4,1528,,,,,
,24.821138,109,5.6,685,,,,,
,19.043286,136,7,302,,,,,
,5.418921,103,6,208,,,,,
,25.999888,103,6.6,518,,,,,
,18.65632,84,5.3,280,,,,,
,23.736535,154,6.6,501,,,,,
,21.75433,99,6.8,566,,,,,
,44.094856,93,6.3,1045,,,,,
,62.714026,109,6.7,4074,,,,,
,28.969151,124,7,1262,,,,,
,31.789029,84,6.5,1150,,,,,
,33.238296,90,5.8,773,,,,,
,6.420434,117,5.4,134,,,,,
,37.654688,117,6.5,1575,,,,,
,13.244365,248,6.7,146,,,,,
,26.799913,105,6,593,,,,,
,14.046705,115,6.1,184,,,,,
,3.844926,126,6.5,47,,,,,
,14.733513,119,6.1,305,,,,,
,16.122168,83,5.4,518,,,,,
,28.22119,133,5.9,541,,,,,
,45.151657,100,5.6,922,,,,,
,15.205371,120,5.7,191,,,,,
,14.587367,104,4,232,,,,,
,34.828241,122,7,1335,,,,,
,23.607392,99,7.2,635,,,,,
,19.438503,91,5.3,388,,,,,
,74.168016,112,6.1,2304,,,,,
,7.349497,100,6.3,136,,,,,
,7.663515,100,6.8,148,,,,,
,32.798571,110,6.8,1626,,,,,
,5.794466,100,5.3,125,,,,,
,36.670399,132,6.6,907,,,,,
,14.653718,88,5.3,281,,,,,
,73.085576,107,7.7,3147,,,,,
,34.041407,102,6.2,925,,,,,
,9.419726,100,5.6,248,,,,,
,28.456572,126,6.9,891,,,,,
,49.664128,138,6.8,2807,,,,,
,36.238968,108,6.7,1804,,,,,
,19.439386,105,6.2,278,,,,,
,43.345252,108,7.4,3829,,,,,
,115.241998,89,6.3,5878,,,,,
,98.755657,125,5.2,3254,,,,,
,21.998734,84,4.7,511,,,,,
,25.219805,149,7,509,,,,,
,26.516624,98,6,699,,,,,
,37.084384,121,7.4,1526,,,,,
,21.661028,128,6.7,354,,,,,
,68.794673,134,7,1949,,,,,
,69.27822,120,7.1,3391,,,,,
,26.253357,129,6.2,959,,,,,
,32.549282,83,5.3,750,,,,,
,24.992057,116,5.7,736,,,,,
,45.769562,118,7.1,2900,,,,,
,36.301202,100,5.9,944,,,,,
,45.022964,128,7.1,1056,,,,,
,22.853006,123,6.6,560,,,,,
,31.884559,128,6.8,787,,,,,
,31.385257,139,7,767,,,,,
,67.767785,110,5.4,1127,,,,,
,24.287306,120,6.7,542,,,,,
,53.114573,121,7.1,1881,,,,,
,25.136082,102,6.1,555,,,,,
,37.776566,112,7.1,732,,,,,
,21.743321,152,7.2,467,,,,,
,66.003433,124,7.2,2691,,,,,
,24.862767,90,6.2,716,,,,,
,25.391899,105,6.5,515,,,,,
,29.854773,114,5.7,731,,,,,
,26.82041,189,7.5,502,,,,,
,17.61292,99,5.4,371,,,,,
,21.021809,123,5.8,441,,,,,
,52.571674,102,6.1,1350,,,,,
,34.519636,109,6.2,1437,,,,,
,32.478077,82,5.4,831,,,,,
,48.445978,141,7.2,2583,,,,,
,24.012986,106,6,457,,,,,
,17.869443,109,5.9,612,,,,,
,14.231899,107,5.9,297,,,,,
,23.088571,110,6.2,511,,,,,
,19.833664,96,5,336,,,,,
,26.595983,131,7.3,453,,,,,
,26.072228,119,7,902,,,,,
,38.643914,113,6.5,1265,,,,,
,74.440708,130,8,4391,,,,,
,82.185281,108,6.1,1536,,,,,
,18.14218,89,5.7,332,,,,,
,41.570047,139,7.3,1221,,,,,
,23.331459,130,6.2,440,,,,,
,47.649554,107,6,1206,,,,,
,7.519433,116,5.8,51,,,,,
,32.908414,96,6.4,972,,,,,
,29.88736,99,6.5,670,,,,,
,29.105407,104,6.4,573,,,,,
,16.394452,105,6.5,386,,,,,
,19.574774,101,6,394,,,,,
,14.199933,134,6.8,255,,,,,
,12.229516,135,6.7,235,,,,,
,27.303608,98,5.8,629,,,,,
,3.698276,155,6.8,316,,,,,
,7.021871,106,5.8,114,,,,,
,39.381913,94,4.9,740,,,,,
,14.398356,95,5.4,415,,,,,
,8.680334,103,5.7,135,,,,,
,17.659032,96,6.2,554,,,,,
,43.151268,104,6.5,1789,,,,,
,15.283444,95,5.4,284,,,,,
,35.21926,111,6.1,902,,,,,
,25.580272,123,6.1,474,,,,,
,10.794175,140,6.7,275,,,,,
,72.641296,97,5.3,1695,,,,,
,3.415534,94,5,40,,,,,
,38.555482,92,5.9,866,,,,,
,6.786117,102,5.3,140,,,,,
,24.313684,122,7,432,,,,,
,9.965073,103,5.9,182,,,,,
,15.055732,102,5.5,275,,,,,
,32.808675,116,5.8,1468,,,,,
,8.178203,108,5.4,138,,,,,
,31.066874,129,6.9,708,,,,,
,22.491388,102,6.1,412,,,,,
,12.885985,117,6.3,186,,,,,
,7.832337,117,5.6,135,,,,,
,10.433667,135,6.7,155,,,,,
,3.321949,107,4.9,71,,,,,
,4.842626,90,5,45,,,,,
,13.210898,96,4.6,147,,,,,
,3.296933,104,5.2,56,,,,,
,22.939557,115,6.4,477,,,,,
,19.372805,119,6.4,278,,,,,
,13.445697,99,5.4,205,,,,,
,17.002096,110,7.2,345,,,,,
,4.516953,128,5.9,81,,,,,
,33.785969,108,6.5,824,,,,,
,16.059443,86,6.9,190,,,,,
,3.476966,108,5.7,92,,,,,
,5.778724,128,5.9,48,,,,,
,7.360793,84,4.7,119,,,,,
,3.621837,111,6,67,,,,,
,14.513305,128,4.9,256,,,,,
,22.364549,123,6.5,642,,,,,
,6.90894,101,5.7,81,,,,,
,4.494788,102,4.8,145,,,,,
,47.559928,113,7,2025,,,,,
,2.410546,107,4.2,28,,,,,
,41.258956,87,7.5,1176,,,,,
,8.980846,103,5.7,124,,,,,
,7.222985,99,5.7,125,,,,,
,73.720244,122,7.8,3310,,,,,
,10.0403,91,5.5,185,,,,,
,15.219263,103,5.6,248,,,,,
,8.303696,107,6.6,152,,,,,
,4.746085,106,5.9,54,,,,,
,6.756886,101,3.2,105,,,,,
,16.424807,109,5.5,348,,,,,
,15.590001,89,5.9,482,,,,,
,5.483671,103,6.3,47,,,,,
,1.630541,115,5.2,21,,,,,
,14.566664,82,4.2,135,,,,,
,28.353517,108,6.5,774,,,,,
,9.579975,102,6.1,135,,,,,
,2.911819,93,5,28,,,,,
,10.844882,88,4.8,171,,,,,
,51.502884,107,7,1182,,,,,
,13.119133,91,6,373,,,,,
,4.238482,94,5.4,15,,,,,
,26.935458,115,5.5,392,,,,,
,16.282962,93,5.1,213,,,,,
,31.690456,105,6.6,1006,,,,,
,17.842246,107,6.2,398,,,,,
,8.048305,101,6.6,96,,,,,
,14.188982,111,7.1,275,,,,,
,6.884467,126,6.3,83,,,,,
,8.212018,112,4.3,17,,,,,
,64.238688,126,6.7,2854,,,,,
,17.375562,90,6.5,313,,,,,
,6.7698,90,5.9,15,,,,,
,44.690107,102,7.3,953,,,,,
,16.254032,159,7.5,135,,,,,
,37.492928,107,6.7,798,,,,,
,18.678415,102,5.8,191,,,,,
,27.908783,87,6.6,932,,,,,
,45.388937,119,7.4,1264,,,,,
,2.817364,106,4.5,32,,,,,
,22.164202,125,5.3,490,,,,,
,21.362949,113,6,433,,,,,
,14.8375,150,7.1,205,,,,,
,18.256028,108,6,394,,,,,
,22.332927,96,6.4,972,,,,,
,5.417787,90,5.5,94,,,,,
,24.085144,100,5.3,521,,,,,
,14.779041,118,6.4,452,,,,,
,19.947265,130,6.3,273,,,,,
,16.801218,120,6.7,850,,,,,
,5.057695,88,6.8,19,,,,,
,20.825781,146,7.2,396,,,,,
,11.500783,114,6.2,264,,,,,
,13.932203,123,5.7,254,,,,,
,41.258487,94,5,567,,,,,
,6.454634,102,5.6,88,,,,,
,5.257009,99,5.5,40,,,,,
,30.359164,133,6.3,756,,,,,
,3.426555,118,5.7,80,,,,,
,11.60815,105,6,190,,,,,
,18.664624,110,6.9,417,,,,,
,10.047579,129,6.3,86,,,,,
,52.731379,109,7.8,1588,,,,,
,46.630062,119,6.2,2035,,,,,
,4.131546,118,5.8,52,,,,,
,5.641978,110,5.4,19,,,,,
,23.465539,90,6.2,605,,,,,
,25.682509,137,7,701,,,,,
,6.760922,93,4.3,75,,,,,
,3.87823,130,7.1,71,,,,,
,57.889964,112,5.6,1945,,,,,
,57.773583,133,7.3,1915,,,,,
,24.218358,125,7,1468,,,,,
,27.009723,110,5.8,594,,,,,
,31.941347,96,6.5,1222,,,,,
,14.353279,96,5.6,330,,,,,
,33.003828,123,7.7,2277,,,,,
,30.993736,188,7.5,825,,,,,
,25.825771,107,5.3,511,,,,,
,46.078371,110,5.9,1201,,,,,
,6.63839,113,6.7,163,,,,,
,127.084938,122,5.8,3561,,,,,
,27.465433,116,7,594,,,,,
,16.865782,93,6.1,352,,,,,
,100.348805,110,6.8,2972,,,,,
,2.785832,115,5.3,23,,,,,
,9.176339,95,6.6,198,,,,,
,23.380757,134,5.8,338,,,,,
,33.926473,101,6,894,,,,,
,6.967857,107,6.7,96,,,,,
,11.470135,124,5.4,173,,,,,
,19.854932,109,5.8,258,,,,,
,29.652536,105,5.2,692,,,,,
,8.102925,130,6.2,40,,,,,
,2.79483,127,6.3,32,,,,,
,11.492474,114,5.8,556,,,,,
,70.398356,106,7.5,1808,,,,,
,1.068453,95,4.6,14,,,,,
,6.293217,81,5.2,99,,,,,
,3.457194,95,5.3,71,,,,,
,82.21166,100,7.2,6173,,,,,
,19.167377,105,6.5,379,,,,,
,18.316151,95,6.2,1011,,,,,
,44.104469,126,7,2096,,,,,
,6.668679,112,5.9,27,,,,,
,36.172182,118,6.4,811,,,,,
,25.767395,129,7.2,1597,,,,,
,21.543389,88,5.5,867,,,,,
,50.309843,98,6.5,2277,,,,,
,49.292384,110,7.2,1668,,,,,
,83.893257,109,7,3088,,,,,
,24.616634,132,6.2,530,,,,,
,34.005726,111,5.6,1645,,,,,
,27.714043,128,7,675,,,,,
,45.149948,123,6.5,1375,,,,,
,72.774941,125,5.9,1181,,,,,
,3.74263,105,5.5,225,,,,,
,29.381878,162,7,542,,,,,
,24.860326,138,7.7,1310,,,,,
,11.041659,100,5.8,550,,,,,
,11.897925,90,6.3,177,,,,,
,23.607071,108,5.5,453,,,,,
,38.204158,91,7.2,1180,,,,,
,25.413955,107,6,436,,,,,
,28.98027,132,6.3,1018,,,,,
,9.525037,123,6.8,103,,,,,
,18.39217,90,6,345,,,,,
,9.254647,109,6.8,141,,,,,
,40.526587,109,6.5,2237,,,,,
,50.179171,91,5.6,1462,,,,,
,31.957947,125,7.3,1226,,,,,
,19.822791,202,7.2,370,,,,,
,38.429648,134,5.6,896,,,,,
,13.707843,88,5.2,210,,,,,
,51.927471,92,6.2,1428,,,,,
,14.503568,91,5.2,253,,,,,
,6.74556,80,5.2,242,,,,,
,11.120167,98,5.8,140,,,,,
,40.370442,127,7.4,1147,,,,,
,40.715623,100,6.4,2065,,,,,
,36.230204,114,7,794,,,,,
,23.666229,104,6,415,,,,,
,25.903237,100,5.2,613,,,,,
,60.231382,109,6.7,3417,,,,,
,18.38292,106,5.7,458,,,,,
,14.029012,112,5.9,296,,,,,
,15.913783,95,5.1,287,,,,,
,6.889633,102,6.9,97,,,,,
,19.286099,102,4.1,325,,,,,
,50.587541,150,8,1864,,,,,
,3.721272,101,6.4,35,,,,,
,17.157738,113,5.5,677,,,,,
,22.636908,104,6.7,811,,,,,
,28.069419,137,6,741,,,,,
,19.774543,110,6,485,,,,,
,11.644243,101,5.4,239,,,,,
,27.934978,108,5.9,730,,,,,
,12.677505,101,5.9,238,,,,,
,8.737058,112,6.3,245,,,,,
,12.343507,111,6.1,233,,,,,
,14.699342,102,5.8,325,,,,,
,14.513243,101,5.1,300,,,,,
,5.525544,155,6.3,157,,,,,
,15.079993,93,5.6,318,,,,,
,23.835055,109,6,436,,,,,
,5.926966,140,6.1,81,,,,,
,25.454549,104,5.5,523,,,,,
,22.71592,96,5.9,437,,,,,
,35.120736,123,7,823,,,,,
,19.893646,106,5.6,961,,,,,
,14.051852,76,5.2,235,,,,,
,9.011729,111,6.9,161,,,,,
,19.088655,85,4.9,379,,,,,
,29.490057,109,5.7,593,,,,,
,11.195593,97,5.1,167,,,,,
,17.709888,91,6.2,832,,,,,
,18.262017,87,5.4,647,,,,,
,10.10364,132,6.5,159,,,,,
,28.670477,118,5.7,1455,,,,,
,16.736734,98,6,293,,,,,
,13.668633,92,4.6,149,,,,,
,9.780588,93,5.3,191,,,,,
,9.904881,117,5.8,129,,,,,
,9.789027,92,6,216,,,,,
,6.81729,115,5.7,31,,,,,
,10.73522,96,6.6,212,,,,,
,11.1399,111,6.4,108,,,,,
